"id","date","lc","lon","lat"
"10",2016-12-06 00:17:00,"B",-74.185,36.597
"10",2016-12-06 22:22:00,"1",-73.875,37.091
"10",2016-12-06 22:31:00,"0",-73.703,37.041
"10",2016-12-06 23:30:00,"2",-73.906,37.116
"10",2016-12-07 20:00:00,"B",-73.195,37.251
"10",2016-12-08 18:05:00,"A",-72.643,37.496
"10",2016-12-08 23:39:00,"3",-96.381,32.504
"10",2016-12-09 00:42:00,"0",-72.597,37.488
"10",2016-12-09 02:19:00,"B",-72.992,37.146
"10",2016-12-09 22:56:00,"2",-72.145,37.531
"10",2016-12-09 23:29:00,"2",-72.117,37.53
"10",2016-12-09 23:37:00,"1",-72.12,37.535
"10",2016-12-10 00:24:00,"0",-72.152,37.558
"10",2016-12-10 22:28:00,"1",-71.669,37.589
"10",2016-12-10 23:05:00,"0",-71.61,37.569
"10",2016-12-10 23:15:00,"B",-71.626,37.587
"10",2016-12-11 00:02:00,"A",-71.713,37.677
"10",2016-12-11 00:45:00,"B",-71.613,37.606
"10",2016-12-11 01:40:00,"2",-71.592,37.591
"10",2016-12-11 23:03:00,"B",-71.398,37.393
"10",2016-12-12 07:37:00,"A",-70.849,37.392
"10",2016-12-12 09:15:00,"2",-70.762,37.443
"10",2016-12-12 22:04:00,"A",-70.515,37.897
"10",2016-12-13 09:56:00,"0",-70.775,37.979
"10",2016-12-13 10:56:00,"0",-70.905,37.902
"10",2016-12-13 11:17:00,"0",-70.762,37.902
"10",2016-12-13 13:20:00,"A",-70.822,37.974
"10",2016-12-14 07:14:00,"A",-71.007,37.875
"10",2016-12-14 08:50:00,"B",-71.042,37.913
"10",2016-12-14 10:26:00,"B",-71.074,37.897
"10",2016-12-14 18:38:00,"3",-71.132,37.87
"10",2016-12-15 06:59:00,"B",-70.94,37.573
"10",2016-12-15 09:56:00,"1",-70.758,37.513
"10",2016-12-15 10:48:00,"B",-70.73,37.497
"10",2016-12-15 10:53:00,"A",-70.726,37.483
"10",2016-12-16 23:19:00,"B",-68.225,38.323
"10",2016-12-17 23:35:00,"A",-66.784,38.012
"10",2016-12-18 00:55:00,"B",-66.843,37.874
"10",2016-12-19 23:28:00,"B",-64.656,37.683
"10",2016-12-20 00:17:00,"0",-64.095,37.66
"10",2016-12-20 01:09:00,"B",-58.806,38.649
"10",2016-12-23 02:37:00,"B",-63.663,36.243
"10",2016-12-23 14:51:00,"3",-63.099,35.925
"10",2016-12-26 00:42:00,"B",-62.068,34.761
"10",2016-12-26 01:32:00,"A",-61.572,34.8
"10",2016-12-27 01:08:00,"A",-61.497,34.322
"10",2016-12-28 06:14:00,"2",-26.226,26.35
"10",2016-12-28 09:49:00,"B",-61.197,33.796
"10",2016-12-28 19:20:00,"B",-60.53,33.782
"10",2016-12-28 23:09:00,"2",-60.819,33.758
"10",2016-12-29 07:41:00,"1",-60.777,33.692
"10",2016-12-29 21:16:00,"2",-60.557,33.479
"10",2016-12-29 21:18:00,"A",-60.553,33.481
"10",2016-12-30 09:32:00,"0",-60.43,33.257
"10",2016-12-31 01:27:00,"A",-60.186,32.989
"10",2016-12-31 05:40:00,"0",-59.985,33.014
"10",2016-12-31 08:15:00,"A",-59.826,33.043
